timestamp,transaction_type,token,amount
89979741,WITHDRAWAL,BTC,0.586780
89979698,WITHDRAWAL,BTC,0.297785
89979647,DEPOSIT,XRP,0.944099
89979587,WITHDRAWAL,ETH,0.662513
89979518,DEPOSIT,BTC,0.427943
89979488,DEPOSIT,BTC,0.318113
89979427,DEPOSIT,ETH,0.172039
89979426,WITHDRAWAL,BTC,0.316728
89979366,WITHDRAWAL,BTC,0.845133
89979283,DEPOSIT,ETH,0.719856
89979246,DEPOSIT,ETH,0.759585
89979220,WITHDRAWAL,XRP,0.325962
89979128,WITHDRAWAL,XRP,0.128804
89979084,WITHDRAWAL,ETH,0.591790
89979046,WITHDRAWAL,XRP,0.572163
89978974,DEPOSIT,XRP,0.365632
89978928,WITHDRAWAL,BTC,0.300580
89978906,DEPOSIT,XRP,0.629977
89978864,WITHDRAWAL,BTC,0.845001
89978793,DEPOSIT,ETH,0.324716
89978743,DEPOSIT,XRP,0.309604
89978737,DEPOSIT,XRP,0.548188
89978692,DEPOSIT,ETH,0.089509
89978650,DEPOSIT,ETH,0.945360
89978561,WITHDRAWAL,XRP,0.477822
89978531,WITHDRAWAL,ETH,0.078266
89978479,DEPOSIT,ETH,0.060663
89978425,DEPOSIT,BTC,0.875286
89978377,WITHDRAWAL,BTC,0.692934
89978360,DEPOSIT,XRP,0.594029
89978287,DEPOSIT,BTC,0.438997
89978263,WITHDRAWAL,ETH,0.407203
89978170,WITHDRAWAL,BTC,0.336335
89978108,WITHDRAWAL,XRP,0.094871
89978097,DEPOSIT,ETH,0.976761
89978043,DEPOSIT,XRP,0.488966
89978032,DEPOSIT,XRP,0.085263
89978005,DEPOSIT,BTC,0.898390
89977962,WITHDRAWAL,BTC,0.856400
89977930,DEPOSIT,XRP,0.989800
89977843,WITHDRAWAL,XRP,0.659427
89977807,DEPOSIT,XRP,0.355923
89977743,DEPOSIT,BTC,0.290873
89977716,DEPOSIT,BTC,0.149675
89977617,DEPOSIT,ETH,0.314050
89977579,DEPOSIT,ETH,0.730201
89977564,WITHDRAWAL,XRP,0.691060
89977517,DEPOSIT,XRP,0.514466
89977449,DEPOSIT,XRP,0.933851
89977363,WITHDRAWAL,XRP,0.433234
89977354,WITHDRAWAL,ETH,0.855698
89977337,WITHDRAWAL,ETH,0.576130
89977283,DEPOSIT,BTC,0.935476
89977232,DEPOSIT,XRP,0.265996
89977216,WITHDRAWAL,BTC,0.001810
89977207,DEPOSIT,ETH,0.662566
89977156,WITHDRAWAL,XRP,0.214645
89977069,WITHDRAWAL,XRP,0.703511
89977023,DEPOSIT,XRP,0.717309
89976932,DEPOSIT,BTC,0.891448
89976857,WITHDRAWAL,XRP,0.225882
89976788,DEPOSIT,ETH,0.362844
89976746,DEPOSIT,BTC,0.007541
89976720,WITHDRAWAL,BTC,0.950836
89976696,DEPOSIT,ETH,0.069334
89976693,WITHDRAWAL,BTC,0.715870
89976634,DEPOSIT,XRP,0.942599
89976632,DEPOSIT,BTC,0.024377
89976579,DEPOSIT,ETH,0.811217
89976481,DEPOSIT,XRP,0.113980
89976456,DEPOSIT,ETH,0.771691
89976414,DEPOSIT,BTC,0.099259
89976349,WITHDRAWAL,BTC,0.333786
89976338,DEPOSIT,XRP,0.043180
89976304,WITHDRAWAL,BTC,0.839107
89976274,WITHDRAWAL,BTC,0.248802
89976267,DEPOSIT,BTC,0.346194
89976214,WITHDRAWAL,ETH,0.137779
89976203,DEPOSIT,BTC,0.027567
89976126,DEPOSIT,ETH,0.432191
89976047,WITHDRAWAL,XRP,0.944028
89976000,WITHDRAWAL,BTC,0.509250
89975904,WITHDRAWAL,BTC,0.621152
89975863,WITHDRAWAL,BTC,0.498894
89975815,DEPOSIT,BTC,0.306774
89975804,WITHDRAWAL,BTC,0.491294
89975740,DEPOSIT,XRP,0.561291
89975729,DEPOSIT,XRP,0.410734
89975666,DEPOSIT,XRP,0.749071
89975621,WITHDRAWAL,XRP,0.490702
89975528,WITHDRAWAL,XRP,0.334089
89975462,WITHDRAWAL,ETH,0.632459
89975434,DEPOSIT,XRP,0.668400
89975371,DEPOSIT,XRP,0.847899
89975335,DEPOSIT,BTC,0.976695
89975262,WITHDRAWAL,BTC,0.548994
89975193,DEPOSIT,BTC,0.696301
89975119,DEPOSIT,ETH,0.059833
89975118,DEPOSIT,XRP,0.137966
89975073,WITHDRAWAL,ETH,0.381250
89975051,DEPOSIT,ETH,0.499790
89975039,WITHDRAWAL,BTC,0.185899
89974961,DEPOSIT,ETH,0.062049
89974955,WITHDRAWAL,XRP,0.337344
89974877,WITHDRAWAL,BTC,0.993510
89974796,WITHDRAWAL,BTC,0.644253
89974750,DEPOSIT,BTC,0.744338
89974731,WITHDRAWAL,XRP,0.917979
89974635,WITHDRAWAL,BTC,0.705108
89974611,DEPOSIT,BTC,0.554544
89974602,DEPOSIT,ETH,0.491608
89974588,DEPOSIT,ETH,0.852249
89974493,DEPOSIT,XRP,0.128963
89974398,DEPOSIT,XRP,0.660557
89974383,WITHDRAWAL,ETH,0.541059
89974371,WITHDRAWAL,XRP,0.114260
89974326,DEPOSIT,XRP,0.342429
89974316,WITHDRAWAL,BTC,0.710099
89974259,DEPOSIT,BTC,0.035444
89974250,DEPOSIT,XRP,0.606092
89974228,DEPOSIT,ETH,0.965580
89974154,DEPOSIT,BTC,0.882934
89974109,WITHDRAWAL,BTC,0.662990
89974052,WITHDRAWAL,ETH,0.211566
89974021,WITHDRAWAL,XRP,0.476495
89973936,DEPOSIT,BTC,0.436235
89973851,WITHDRAWAL,XRP,0.493101
89973808,DEPOSIT,BTC,0.504382
89973723,WITHDRAWAL,ETH,0.607208
89973630,DEPOSIT,ETH,0.106698
89973577,DEPOSIT,ETH,0.216512
89973510,DEPOSIT,BTC,0.726841
89973421,WITHDRAWAL,BTC,0.955081
89973408,DEPOSIT,ETH,0.254658
89973373,DEPOSIT,BTC,0.905103
89973365,WITHDRAWAL,BTC,0.871326
89973294,WITHDRAWAL,BTC,0.120813
89973202,DEPOSIT,BTC,0.825616
89973189,WITHDRAWAL,BTC,0.428205
89973149,WITHDRAWAL,XRP,0.331948
89973103,DEPOSIT,XRP,0.017516
89973004,DEPOSIT,XRP,0.152281
89972930,DEPOSIT,ETH,0.138148
89972837,DEPOSIT,BTC,0.438712
89972827,DEPOSIT,ETH,0.711746
89972772,DEPOSIT,ETH,0.534594
89972751,DEPOSIT,ETH,0.281520
89972721,DEPOSIT,XRP,0.276088
89972652,WITHDRAWAL,BTC,0.061090
89972607,WITHDRAWAL,ETH,0.409039
89972597,DEPOSIT,ETH,0.935300
89972572,WITHDRAWAL,BTC,0.790723
89972541,WITHDRAWAL,XRP,0.228828
89972473,DEPOSIT,BTC,0.028898
89972413,DEPOSIT,XRP,0.898202
89972321,DEPOSIT,BTC,0.597338
89972321,DEPOSIT,BTC,0.305703
89972254,DEPOSIT,XRP,0.278886
89972231,WITHDRAWAL,XRP,0.573223
89972191,DEPOSIT,BTC,0.653320
89972094,DEPOSIT,BTC,0.048113
89972020,WITHDRAWAL,BTC,0.404605
89971956,DEPOSIT,XRP,0.869804
89971933,WITHDRAWAL,ETH,0.419786
89971836,DEPOSIT,ETH,0.897042
89971795,DEPOSIT,BTC,0.332652
89971720,DEPOSIT,ETH,0.594103
89971643,WITHDRAWAL,XRP,0.182389
89971570,WITHDRAWAL,BTC,0.440862
89971471,DEPOSIT,XRP,0.599538
89971407,DEPOSIT,XRP,0.994172
89971398,DEPOSIT,BTC,0.305260
89971360,WITHDRAWAL,BTC,0.331238
89971324,DEPOSIT,BTC,0.959547
89971316,DEPOSIT,XRP,0.545008
89971254,DEPOSIT,BTC,0.906303
89971248,DEPOSIT,BTC,0.411245
89971186,DEPOSIT,BTC,0.948489
89971155,WITHDRAWAL,XRP,0.473675
89971078,DEPOSIT,XRP,0.386817
89971047,DEPOSIT,BTC,0.805594
89970982,DEPOSIT,BTC,0.199076
89970978,DEPOSIT,XRP,0.482161
89970932,DEPOSIT,ETH,0.717524
89970928,DEPOSIT,BTC,0.169931
89970855,DEPOSIT,BTC,0.899268
89970845,DEPOSIT,ETH,0.089526
89970783,DEPOSIT,XRP,0.760095
89970733,WITHDRAWAL,ETH,0.217568
89970685,WITHDRAWAL,ETH,0.634397
89970663,WITHDRAWAL,BTC,0.977860
89970587,WITHDRAWAL,XRP,0.192352
89970574,WITHDRAWAL,BTC,0.575720
89970509,WITHDRAWAL,XRP,0.716154
89970442,WITHDRAWAL,XRP,0.028842
89970349,DEPOSIT,ETH,0.940667
89970298,WITHDRAWAL,ETH,0.078732
89970293,DEPOSIT,BTC,0.003722
89970250,DEPOSIT,XRP,0.969032
89970198,DEPOSIT,ETH,0.511653
89970128,WITHDRAWAL,ETH,0.362420
89970119,WITHDRAWAL,ETH,0.791003
89970037,DEPOSIT,ETH,0.259675
89970009,WITHDRAWAL,ETH,0.456219
89969923,WITHDRAWAL,BTC,0.415969
89969920,DEPOSIT,BTC,0.155505
89969897,DEPOSIT,XRP,0.694847
89969850,WITHDRAWAL,XRP,0.192095
89969798,DEPOSIT,XRP,0.439568
89969735,DEPOSIT,BTC,0.122202
89969716,DEPOSIT,BTC,0.015587
89969660,WITHDRAWAL,BTC,0.349119
89969587,WITHDRAWAL,BTC,0.950982
89969519,DEPOSIT,BTC,0.370378
89969504,DEPOSIT,ETH,0.342239
89969417,DEPOSIT,BTC,0.369827
89969355,DEPOSIT,ETH,0.322931
89969263,DEPOSIT,BTC,0.149671
89969215,WITHDRAWAL,ETH,0.140460
89969162,WITHDRAWAL,ETH,0.185756
89969130,WITHDRAWAL,XRP,0.880187
89969053,DEPOSIT,ETH,0.373934
89968990,DEPOSIT,BTC,0.156201
89968942,DEPOSIT,ETH,0.453898
89968879,DEPOSIT,XRP,0.135834
89968835,WITHDRAWAL,XRP,0.380241
89968748,WITHDRAWAL,XRP,0.962588
89968731,DEPOSIT,BTC,0.011373
89968665,DEPOSIT,XRP,0.953870
89968567,WITHDRAWAL,BTC,0.456177
89968498,DEPOSIT,XRP,0.794724
89968465,DEPOSIT,XRP,0.047327
89968449,DEPOSIT,ETH,0.507178
89968422,DEPOSIT,ETH,0.149313
89968359,WITHDRAWAL,BTC,0.319323
89968271,DEPOSIT,XRP,0.059613
89968257,DEPOSIT,ETH,0.388786
89968211,WITHDRAWAL,BTC,0.718812
89968144,DEPOSIT,BTC,0.500504
89968060,WITHDRAWAL,BTC,0.744175
89968018,DEPOSIT,XRP,0.832481
89967970,WITHDRAWAL,BTC,0.827334
89967959,WITHDRAWAL,BTC,0.737246
89967932,DEPOSIT,ETH,0.861735
89967898,DEPOSIT,BTC,0.463790
89967802,DEPOSIT,ETH,0.018830
89967745,WITHDRAWAL,XRP,0.989659
89967732,DEPOSIT,BTC,0.049697
89967650,DEPOSIT,ETH,0.226319
89967645,DEPOSIT,XRP,0.841535
89967571,DEPOSIT,XRP,0.440172
89967536,DEPOSIT,BTC,0.805987
89967495,DEPOSIT,ETH,0.079058
89967447,WITHDRAWAL,XRP,0.042502
89967417,DEPOSIT,XRP,0.887604
89967324,WITHDRAWAL,ETH,0.954901
89967321,WITHDRAWAL,XRP,0.068809
89967242,WITHDRAWAL,XRP,0.299792
89967197,WITHDRAWAL,BTC,0.603994
89967108,WITHDRAWAL,XRP,0.435353
89967033,DEPOSIT,BTC,0.491482
89966950,DEPOSIT,ETH,0.889959
89966889,DEPOSIT,ETH,0.014208
89966828,DEPOSIT,ETH,0.287192
89966815,DEPOSIT,ETH,0.497210
89966788,DEPOSIT,BTC,0.404809
89966721,DEPOSIT,BTC,0.573919
89966695,WITHDRAWAL,BTC,0.342021
89966629,DEPOSIT,XRP,0.839164
89966537,WITHDRAWAL,ETH,0.444038
89966498,DEPOSIT,XRP,0.726944
89966447,DEPOSIT,BTC,0.610552
89966383,DEPOSIT,BTC,0.773264
89966334,DEPOSIT,BTC,0.157610
89966296,DEPOSIT,BTC,0.581811
89966287,DEPOSIT,XRP,0.863767
89966268,DEPOSIT,ETH,0.660118
89966265,DEPOSIT,BTC,0.719253
89966242,DEPOSIT,ETH,0.827912
89966206,DEPOSIT,ETH,0.195876
89966128,WITHDRAWAL,XRP,0.280793
89966123,WITHDRAWAL,BTC,0.037458
89966115,WITHDRAWAL,ETH,0.630438
89966064,WITHDRAWAL,XRP,0.103501
89965997,WITHDRAWAL,BTC,0.711420
89965926,WITHDRAWAL,ETH,0.842381
89965882,DEPOSIT,XRP,0.853099
89965862,WITHDRAWAL,XRP,0.538109
89965792,DEPOSIT,ETH,0.117332
89965783,DEPOSIT,BTC,0.927683
89965777,DEPOSIT,ETH,0.218246
89965688,DEPOSIT,BTC,0.732686
89965626,WITHDRAWAL,XRP,0.547879
89965581,DEPOSIT,BTC,0.161834
89965544,WITHDRAWAL,XRP,0.554222
89965522,DEPOSIT,ETH,0.051696
89965468,WITHDRAWAL,ETH,0.303657
89965444,DEPOSIT,ETH,0.737140
89965367,DEPOSIT,XRP,0.570914
89965311,WITHDRAWAL,BTC,0.632291
89965273,DEPOSIT,BTC,0.354208
89965211,WITHDRAWAL,ETH,0.785551
89965137,WITHDRAWAL,BTC,0.974391
89965134,DEPOSIT,BTC,0.095838
89965051,DEPOSIT,ETH,0.879930
89964998,DEPOSIT,BTC,0.359984
89964904,WITHDRAWAL,BTC,0.302705
89964861,DEPOSIT,BTC,0.961013
89964802,DEPOSIT,ETH,0.045695
89964711,WITHDRAWAL,XRP,0.867884
89964697,DEPOSIT,BTC,0.393010
89964662,DEPOSIT,ETH,0.980441
89964660,WITHDRAWAL,XRP,0.014221
89964618,WITHDRAWAL,XRP,0.926235
89964576,WITHDRAWAL,ETH,0.204537
89964553,WITHDRAWAL,BTC,0.913332
89964553,WITHDRAWAL,ETH,0.548272
89964480,WITHDRAWAL,BTC,0.813480
89964383,DEPOSIT,ETH,0.258502
89964318,DEPOSIT,BTC,0.870609
89964273,DEPOSIT,BTC,0.969474
89964218,DEPOSIT,XRP,0.132673
89964122,WITHDRAWAL,BTC,0.656171
89964054,DEPOSIT,XRP,0.582946
89964050,WITHDRAWAL,BTC,0.983947
89964007,DEPOSIT,ETH,0.774355
89963942,WITHDRAWAL,BTC,0.860234
89963858,WITHDRAWAL,ETH,0.352855
89963764,WITHDRAWAL,XRP,0.328224
89963717,WITHDRAWAL,XRP,0.333389
89963624,DEPOSIT,BTC,0.854786
89963574,DEPOSIT,BTC,0.589289
89963573,DEPOSIT,ETH,0.459840
89963521,WITHDRAWAL,BTC,0.157677
89963515,DEPOSIT,BTC,0.486617
89963443,WITHDRAWAL,BTC,0.013621
89963414,DEPOSIT,ETH,0.821200
89963328,DEPOSIT,XRP,0.604478
89963298,WITHDRAWAL,XRP,0.194456
89963215,DEPOSIT,XRP,0.225089
89963175,WITHDRAWAL,XRP,0.312029
89963106,WITHDRAWAL,XRP,0.076706
89963031,DEPOSIT,ETH,0.719332
89962974,DEPOSIT,ETH,0.757470
89962963,DEPOSIT,BTC,0.327421
89962882,DEPOSIT,ETH,0.861023
89962828,DEPOSIT,BTC,0.689105
89962738,DEPOSIT,ETH,0.120471
89962737,WITHDRAWAL,XRP,0.454738
89962731,WITHDRAWAL,XRP,0.512197
89962646,DEPOSIT,ETH,0.190202
89962613,WITHDRAWAL,BTC,0.201924
89962538,WITHDRAWAL,BTC,0.594106
89962535,DEPOSIT,BTC,0.320732
89962441,DEPOSIT,ETH,0.683229
89962428,DEPOSIT,ETH,0.477677
89962375,DEPOSIT,XRP,0.496109
89962375,WITHDRAWAL,XRP,0.661669
89962323,DEPOSIT,XRP,0.219693
89962250,DEPOSIT,XRP,0.917212
89962167,DEPOSIT,XRP,0.928097
89962167,DEPOSIT,XRP,0.535178
89962131,DEPOSIT,XRP,0.407498
89962080,WITHDRAWAL,ETH,0.592816
89962008,DEPOSIT,XRP,0.410437
89961909,DEPOSIT,BTC,0.084536
89961875,DEPOSIT,ETH,0.375015
89961779,WITHDRAWAL,BTC,0.019250
89961690,DEPOSIT,BTC,0.092265
89961622,DEPOSIT,BTC,0.738853
89961534,DEPOSIT,XRP,0.624626
89961455,DEPOSIT,ETH,0.490393
89961410,DEPOSIT,BTC,0.329117
89961383,DEPOSIT,BTC,0.849060
89961327,DEPOSIT,BTC,0.686691
89961230,DEPOSIT,XRP,0.297929
89961223,WITHDRAWAL,BTC,0.267183
89961137,DEPOSIT,BTC,0.967799
89961050,DEPOSIT,BTC,0.792223
89960985,DEPOSIT,ETH,0.364279
89960980,DEPOSIT,BTC,0.309627
89960897,DEPOSIT,ETH,0.359328
89960897,WITHDRAWAL,ETH,0.398070
89960801,WITHDRAWAL,XRP,0.765529
89960781,DEPOSIT,XRP,0.125322
89960777,DEPOSIT,BTC,0.319153
89960730,DEPOSIT,BTC,0.833277
89960711,WITHDRAWAL,XRP,0.226901
89960654,WITHDRAWAL,BTC,0.507618
89960567,DEPOSIT,BTC,0.540610
89960515,WITHDRAWAL,BTC,0.280048
89960431,DEPOSIT,XRP,0.704919
89960425,DEPOSIT,XRP,0.499196
89960374,DEPOSIT,BTC,0.911259
89960322,WITHDRAWAL,ETH,0.059409
89960256,WITHDRAWAL,BTC,0.955262
89960229,DEPOSIT,XRP,0.152933
89960189,WITHDRAWAL,BTC,0.024191
89960157,DEPOSIT,BTC,0.391968
89960157,WITHDRAWAL,BTC,0.241367
89960146,WITHDRAWAL,XRP,0.286266
89960094,WITHDRAWAL,XRP,0.759154
89960022,WITHDRAWAL,ETH,0.782547
89959938,DEPOSIT,BTC,0.610480
89959876,DEPOSIT,BTC,0.075751
89959815,DEPOSIT,XRP,0.949140
89959725,DEPOSIT,ETH,0.533340
89959656,DEPOSIT,XRP,0.733871
89959574,WITHDRAWAL,BTC,0.118926
89959574,DEPOSIT,BTC,0.485113
89959499,DEPOSIT,ETH,0.054350
89959414,DEPOSIT,ETH,0.994455
89959393,DEPOSIT,ETH,0.012839
89959337,WITHDRAWAL,ETH,0.009166
89959293,DEPOSIT,BTC,0.150665
89959279,WITHDRAWAL,XRP,0.643753
89959199,DEPOSIT,XRP,0.577744
89959193,WITHDRAWAL,ETH,0.695569
89959146,DEPOSIT,XRP,0.530363
89959056,DEPOSIT,XRP,0.884977
89959010,DEPOSIT,XRP,0.118738
89958911,DEPOSIT,ETH,0.898148
89958868,DEPOSIT,ETH,0.399905
89958843,DEPOSIT,XRP,0.565252
89958820,WITHDRAWAL,XRP,0.614699
89958787,DEPOSIT,BTC,0.557621
89958765,DEPOSIT,XRP,0.305834
89958695,DEPOSIT,ETH,0.424639
89958611,DEPOSIT,BTC,0.326764
89958600,DEPOSIT,BTC,0.963614
89958504,DEPOSIT,BTC,0.142796
89958502,WITHDRAWAL,ETH,0.526508
89958447,DEPOSIT,ETH,0.003014
89958375,DEPOSIT,ETH,0.559673
89958334,WITHDRAWAL,ETH,0.265841
89958333,WITHDRAWAL,XRP,0.952732
89958298,DEPOSIT,ETH,0.667313
89958223,DEPOSIT,ETH,0.698867
89958173,DEPOSIT,BTC,0.991540
89958111,DEPOSIT,ETH,0.622572
89958105,WITHDRAWAL,BTC,0.560914
89958094,WITHDRAWAL,XRP,0.316433
89958071,DEPOSIT,XRP,0.329330
89958046,DEPOSIT,BTC,0.213467
89957995,DEPOSIT,BTC,0.551349
89957993,DEPOSIT,ETH,0.481494
89957980,WITHDRAWAL,ETH,0.244453
89957929,DEPOSIT,BTC,0.105654
89957918,DEPOSIT,ETH,0.676154
89957913,DEPOSIT,ETH,0.337174
89957814,DEPOSIT,XRP,0.095609
89957796,DEPOSIT,ETH,0.266467
89957785,WITHDRAWAL,BTC,0.566002
89957765,DEPOSIT,BTC,0.488386
89957752,DEPOSIT,ETH,0.127736
89957673,WITHDRAWAL,XRP,0.808517
89957653,WITHDRAWAL,BTC,0.303817
89957577,WITHDRAWAL,ETH,0.841425
89957510,DEPOSIT,BTC,0.729536
89957415,DEPOSIT,ETH,0.780929
89957320,WITHDRAWAL,ETH,0.714515
89957263,WITHDRAWAL,BTC,0.340439
89957217,DEPOSIT,BTC,0.690573
89957194,DEPOSIT,ETH,0.007321
89957133,WITHDRAWAL,XRP,0.944599
89957049,DEPOSIT,ETH,0.706156
89956992,DEPOSIT,XRP,0.918320
89956951,DEPOSIT,BTC,0.023190
89956857,WITHDRAWAL,BTC,0.334307
89956794,DEPOSIT,XRP,0.383840
89956730,DEPOSIT,ETH,0.477648
89956730,DEPOSIT,ETH,0.765390
89956645,WITHDRAWAL,XRP,0.337644
89956557,DEPOSIT,BTC,0.985757
89956521,DEPOSIT,BTC,0.649449
89956429,WITHDRAWAL,XRP,0.240737
89956345,DEPOSIT,XRP,0.526113
89956301,DEPOSIT,BTC,0.007160
89956256,DEPOSIT,XRP,0.232662
89956199,DEPOSIT,BTC,0.678657
89956103,DEPOSIT,ETH,0.869946
89956078,WITHDRAWAL,XRP,0.437915
89955981,WITHDRAWAL,XRP,0.320795
89955916,DEPOSIT,BTC,0.015721
89955817,DEPOSIT,ETH,0.051517
89955744,WITHDRAWAL,BTC,0.824252
89955673,WITHDRAWAL,ETH,0.362200
89955589,DEPOSIT,BTC,0.237005
89955562,WITHDRAWAL,ETH,0.371635
89955538,WITHDRAWAL,BTC,0.869508
89955440,WITHDRAWAL,BTC,0.539458
89955393,DEPOSIT,ETH,0.644422
89955325,DEPOSIT,BTC,0.187854
89955321,DEPOSIT,XRP,0.530128
89955236,DEPOSIT,BTC,0.665229
89955189,WITHDRAWAL,ETH,0.087951
89955165,DEPOSIT,BTC,0.032461
89955165,WITHDRAWAL,ETH,0.249633
89955139,WITHDRAWAL,ETH,0.453890
89955121,DEPOSIT,XRP,0.265086
89955043,DEPOSIT,BTC,0.840836
89954945,WITHDRAWAL,ETH,0.057004
89954855,DEPOSIT,BTC,0.779621
89954804,WITHDRAWAL,BTC,0.201715
89954770,DEPOSIT,ETH,0.978163
89954681,DEPOSIT,XRP,0.716679
89954678,DEPOSIT,ETH,0.672164
89954666,DEPOSIT,BTC,0.503408
89954582,WITHDRAWAL,XRP,0.168632
89954497,DEPOSIT,ETH,0.016395
89954449,WITHDRAWAL,BTC,0.704003
89954383,DEPOSIT,ETH,0.099955
89954296,DEPOSIT,BTC,0.700962
89954281,DEPOSIT,ETH,0.650537
89954186,WITHDRAWAL,BTC,0.630849
89954177,DEPOSIT,XRP,0.581982
89954174,DEPOSIT,BTC,0.190272
89954130,DEPOSIT,BTC,0.190967
89954125,WITHDRAWAL,XRP,0.411000
89954076,DEPOSIT,BTC,0.759991
89953999,WITHDRAWAL,ETH,0.963986
89953975,DEPOSIT,BTC,0.228092
89953877,WITHDRAWAL,XRP,0.286774
89953824,DEPOSIT,BTC,0.810459
89953760,WITHDRAWAL,ETH,0.287130
89953670,DEPOSIT,ETH,0.234696
89953574,DEPOSIT,BTC,0.407973
89953537,WITHDRAWAL,XRP,0.474234
89953488,WITHDRAWAL,ETH,0.646733
89953476,WITHDRAWAL,BTC,0.731575
89953407,DEPOSIT,XRP,0.418938
89953316,DEPOSIT,ETH,0.097761
89953263,DEPOSIT,BTC,0.836516
89953202,DEPOSIT,ETH,0.650836
89953106,DEPOSIT,XRP,0.878908
89953065,DEPOSIT,BTC,0.050854
89952968,WITHDRAWAL,XRP,0.485664
89952914,WITHDRAWAL,XRP,0.504586
89952908,DEPOSIT,XRP,0.227545
89952853,WITHDRAWAL,BTC,0.460063
89952807,DEPOSIT,ETH,0.799236
89952726,DEPOSIT,ETH,0.227706
89952677,DEPOSIT,ETH,0.773919
89952608,DEPOSIT,BTC,0.633113
89952590,DEPOSIT,XRP,0.988854
89952569,WITHDRAWAL,XRP,0.077217
89952540,DEPOSIT,ETH,0.625882
89952446,WITHDRAWAL,ETH,0.224721
89952392,WITHDRAWAL,ETH,0.445685
89952368,WITHDRAWAL,BTC,0.666357
89952353,WITHDRAWAL,ETH,0.549717
89952267,DEPOSIT,BTC,0.977921
89952175,DEPOSIT,BTC,0.651456
89952135,DEPOSIT,XRP,0.739080
89952108,DEPOSIT,ETH,0.580365
89952015,DEPOSIT,BTC,0.492774
89951946,DEPOSIT,XRP,0.662274
89951934,WITHDRAWAL,BTC,0.278540
89951913,DEPOSIT,BTC,0.320143
89951880,WITHDRAWAL,BTC,0.442522
89951866,WITHDRAWAL,XRP,0.817407
89951863,WITHDRAWAL,ETH,0.060814
89951846,WITHDRAWAL,BTC,0.858614
89951808,DEPOSIT,XRP,0.514247
89951714,WITHDRAWAL,ETH,0.318840
89951707,WITHDRAWAL,XRP,0.243908
89951647,WITHDRAWAL,ETH,0.524705
89951603,DEPOSIT,ETH,0.704705
89951527,DEPOSIT,XRP,0.250642
89951438,WITHDRAWAL,XRP,0.148094
89951349,DEPOSIT,XRP,0.232068
89951260,DEPOSIT,BTC,0.100950
89951233,DEPOSIT,ETH,0.606404
89951200,DEPOSIT,XRP,0.642176
89951127,WITHDRAWAL,XRP,0.322838
89951030,DEPOSIT,BTC,0.400880
89951007,DEPOSIT,BTC,0.440841
89950997,DEPOSIT,ETH,0.311897
89950898,WITHDRAWAL,XRP,0.623395
89950878,DEPOSIT,ETH,0.580219
89950835,DEPOSIT,BTC,0.792262
89950804,WITHDRAWAL,ETH,0.666553
89950731,DEPOSIT,BTC,0.151315
89950703,DEPOSIT,BTC,0.158866
89950672,WITHDRAWAL,ETH,0.238902
89950626,WITHDRAWAL,BTC,0.646984
89950578,WITHDRAWAL,BTC,0.720963
89950532,WITHDRAWAL,BTC,0.847543
89950497,WITHDRAWAL,BTC,0.696707
89950437,WITHDRAWAL,BTC,0.715918
89950370,WITHDRAWAL,BTC,0.794062
89950309,DEPOSIT,ETH,0.680069
89950309,DEPOSIT,ETH,0.349339
89950245,WITHDRAWAL,XRP,0.592878
89950172,DEPOSIT,BTC,0.271613
89950146,WITHDRAWAL,XRP,0.412021
89950123,DEPOSIT,ETH,0.671029
89950121,DEPOSIT,XRP,0.251363
89950024,DEPOSIT,ETH,0.759852
89950021,WITHDRAWAL,XRP,0.438692
89949981,WITHDRAWAL,BTC,0.958563
89949938,WITHDRAWAL,XRP,0.909867
89949907,WITHDRAWAL,XRP,0.335223
89949896,DEPOSIT,XRP,0.843310
89949849,WITHDRAWAL,ETH,0.317708
89949772,DEPOSIT,BTC,0.330173
89949734,WITHDRAWAL,ETH,0.409570
89949637,DEPOSIT,BTC,0.002433
89949592,WITHDRAWAL,XRP,0.629305
89949563,DEPOSIT,ETH,0.390185
89949481,WITHDRAWAL,XRP,0.312787
89949446,WITHDRAWAL,BTC,0.581026
89949367,DEPOSIT,BTC,0.412402
89949275,DEPOSIT,ETH,0.652088
89949212,DEPOSIT,XRP,0.455268
89949124,WITHDRAWAL,ETH,0.440469
89949095,DEPOSIT,ETH,0.261702
89949007,DEPOSIT,ETH,0.871384
89948989,DEPOSIT,XRP,0.132568
89948949,DEPOSIT,ETH,0.225108
89948914,WITHDRAWAL,BTC,0.347992
89948893,WITHDRAWAL,ETH,0.773816
89948846,DEPOSIT,BTC,0.522598
89948798,DEPOSIT,BTC,0.571022
89948765,DEPOSIT,BTC,0.494436
89948740,DEPOSIT,BTC,0.297028
89948658,DEPOSIT,BTC,0.633945
89948618,WITHDRAWAL,BTC,0.020232
89948595,WITHDRAWAL,BTC,0.479430
89948510,DEPOSIT,XRP,0.739725
89948450,DEPOSIT,XRP,0.832779
89948433,DEPOSIT,ETH,0.790622
89948406,DEPOSIT,BTC,0.055361
89948348,DEPOSIT,BTC,0.640954
89948262,DEPOSIT,ETH,0.633005
89948203,DEPOSIT,ETH,0.197508
89948150,WITHDRAWAL,ETH,0.518431
89948077,WITHDRAWAL,BTC,0.726871
89948054,DEPOSIT,XRP,0.893872
89948029,DEPOSIT,XRP,0.694505
89947995,WITHDRAWAL,XRP,0.214640
89947989,DEPOSIT,ETH,0.151063
